moisture,germination,purity,vigor_index,fungal_infestation,discoloration,protein_content,oil_content,seed_age_days,seed_length,seed_width,quality
11.993428306022466,75.21505269512778,97.04485874300046,481.16568194637557,3.0562849033971977,8.392824582716228,12.094605311601763,18.320152407839466,86.60002692884524,4.988268369649283,2.554589188198587,Bad
10.723471397657631,78.94500536946347,96.849970777607,536.7008611837877,6.0254049420312,7.743567084493585,12.67547697982207,19.115461600628223,62.59709878294768,4.589010578974862,2.226696784943244,Bad
12.295377076201385,76.02618938954858,93.19044046258352,564.7782956224448,3.603626305395364,11.807163024078143,12.409322343940048,16.49476181032437,68.33533977242446,4.526125732564083,2.486315578533622,Bad
14.046059712816051,83.1041804694612,97.73875266529122,608.9801346554815,4.181138529435279,14.131324565704883,10.4665029621685,19.739605665818335,65.61544072161084,4.979993647434485,2.307114231275795,Bad
10.531693250553328,93.97178531461913,91.52975197327015,661.4497395964127,5.434781213275435,10.747387776538467,11.776535637566488,18.330086784276265,82.85134201490838,4.0,2.350889579044357,Bad
10.531726086101639,74.28957842858796,94.03744702271901,641.6481566023059,3.8820731863021187,12.046175004681853,12.783335458901092,18.109726408899586,77.15326165300665,4.317376302619264,2.4071406400300375,Bad
14.158425631014783,92.00820497768414,90.00273656130658,529.2405120931509,0.3643042833402821,7.130383070774342,12.501648386925515,17.04841520091114,117.65799843133124,4.772795871579641,2.382076342241016,Bad
12.534869458305817,74.18327927653112,100.0,577.6972642700608,6.0811750091070955,8.501619224556539,11.06175549534333,17.363160217618017,60.39641254170338,4.951409590410658,2.1485841537760595,Bad
10.061051228130095,73.52372787503116,95.30535151816412,604.582535322154,6.509857659830103,13.942928294398559,12.499084169117328,17.622456835341335,114.82130693913147,4.954032795808952,2.6072718031744975,Bad
12.08512008717193,90.18594618343214,100.0,584.26757253321,0.33776781679911316,10.106845841032914,13.097867102165328,16.574146100935646,30.0,4.0,2.5701613828138345,Bad
10.073164614375075,91.21936378007616,98.40884977955848,583.8422864479023,1.913417588676924,7.031880496948737,10.82844115654746,17.685168817812688,82.23807588123869,4.554768705494223,2.3780525260310803,Good
10.068540492859487,90.51409936762654,97.34429464005308,496.6354005207437,8.047759234971021,8.130202219149501,9.647719513664917,17.107873161304695,30.359856956942693,4.958119724090211,2.5401597940093623,Bad
11.48392454313207,68.84202591781859,94.24131691715701,530.8359509316216,4.464069357007824,12.1486051612182,14.128876063688622,18.68295755688133,44.40273619868962,4.391905798478507,2.3403457257993034,Bad
7.173439510684404,77.34049021927949,92.86094989293774,575.8236090516436,4.00710254654073,12.504908041296595,12.378401896893292,15.0,45.633511093384854,4.629994224191649,2.2526703834383275,Bad
7.5501643349739345,90.22988592003321,97.56891472169083,414.40645950329025,3.1472331859008595,4.6314754335209045,11.451249805330566,17.752963255532816,43.68819462602245,4.835301084779274,2.408161952130086,Bad
9.875424941518055,82.41541840563895,95.78545797218105,638.4386592005912,1.9385946982867313,9.450365100187483,11.410133646047253,17.032310215526227,54.79813067268563,4.719585869986213,2.224664571227292,Good
8.974337759331153,71.26307153802536,91.98218905354409,517.6392540173358,3.611164715387233,7.968628629786755,12.176148645028526,18.002683670539742,125.01251577944913,4.846726848909986,2.4913575935224985,Bad
11.628494665190548,86.58317939125442,91.44942475047505,641.2102879959083,5.948845478331422,7.737856607585167,13.249222092625871,20.0,48.04862231256631,4.648147202609584,2.2946155875840386,Bad
9.183951848957578,74.8519274100853,93.12388881256925,635.9349602682546,3.9686440812380015,13.321231801722863,10.188254235754217,19.674160357334767,30.0,4.870875615458427,2.159995368115053,Bad
8.175392597329417,99.94524848392211,100.0,567.3784174132569,5.220568171786097,7.049847440424296,11.518866528211507,17.505025610760285,82.3425981170505,4.877947303819483,2.0,Bad
13.931297537843108,97.44841462418259,100.0,660.0328995420923,7.531414297013126,5.697691586899513,13.984760903945489,17.814542586426754,76.05716466761588,4.956204952659032,2.3809415521703112,Bad
